event_id,customer_id,event_type,event_time
2880,277,signup,2024-12-10 09:00:00
4097,448,signup,2024-12-11 01:00:00
1748,114,signup,2024-12-11 03:00:00
3442,353,logout,2024-12-11 08:00:00
2532,224,signup,2024-12-11 12:00:00
3781,404,signup,2024-12-11 12:00:00
3694,389,logout,2024-12-11 16:00:00
4183,459,purchase,2024-12-11 16:00:00
2979,288,logout,2024-12-11 18:00:00
4398,491,login,2024-12-11 18:00:00
2402,206,purchase,2024-12-12 01:00:00
2579,232,signup,2024-12-12 05:00:00
1380,59,signup,2024-12-12 07:00:00
4294,478,signup,2024-12-12 07:00:00
1598,92,signup,2024-12-12 10:00:00
3711,394,signup,2024-12-13 01:00:00
4430,497,signup,2024-12-13 08:00:00
1006,1,logout,2024-12-13 11:00:00
1602,92,login,2024-12-13 14:00:00
3611,379,signup,2024-12-14 01:00:00
2745,257,signup,2024-12-14 02:00:00
1827,126,logout,2024-12-14 03:00:00
3053,298,signup,2024-12-14 08:00:00
1808,124,signup,2024-12-14 08:00:00
1482,74,signup,2024-12-14 09:00:00
2251,185,signup,2024-12-15 08:00:00
1754,115,signup,2024-12-16 02:00:00
3527,365,login,2024-12-16 02:00:00
1043,9,signup,2024-12-16 06:00:00
2078,161,signup,2024-12-16 06:00:00
2244,184,login,2024-12-16 09:00:00
1984,147,signup,2024-12-16 10:00:00
4279,476,signup,2024-12-16 12:00:00
3058,298,logout,2024-12-16 18:00:00
3712,394,login,2024-12-17 06:00:00
2199,179,signup,2024-12-17 09:00:00
2497,218,purchase,2024-12-17 09:00:00
3581,373,login,2024-12-17 10:00:00
3959,428,signup,2024-12-17 10:00:00
2848,271,signup,2024-12-17 12:00:00
2862,273,purchase,2024-12-17 13:00:00
3196,315,purchase,2024-12-17 17:00:00
1330,52,purchase,2024-12-17 21:00:00
1710,108,purchase,2024-12-18 02:00:00
3766,400,signup,2024-12-18 04:00:00
1231,37,signup,2024-12-18 05:00:00
2200,179,logout,2024-12-18 12:00:00
1287,44,purchase,2024-12-18 18:00:00
3556,369,logout,2024-12-18 20:00:00
4003,434,login,2024-12-18 21:00:00
3450,355,signup,2024-12-19 01:00:00
1014,3,signup,2024-12-19 04:00:00
2835,269,signup,2024-12-19 07:00:00
1756,115,logout,2024-12-19 08:00:00
2417,208,signup,2024-12-19 08:00:00
1860,130,purchase,2024-12-19 23:00:00
3558,369,purchase,2024-12-20 02:00:00
3791,404,logout,2024-12-20 05:00:00
2305,192,purchase,2024-12-20 05:00:00
2737,255,signup,2024-12-20 07:00:00
3375,342,signup,2024-12-20 07:00:00
3680,388,logout,2024-12-20 10:00:00
4257,472,logout,2024-12-20 10:00:00
1056,11,login,2024-12-20 22:00:00
3270,326,logout,2024-12-21 03:00:00
4409,494,signup,2024-12-21 05:00:00
2612,237,signup,2024-12-21 06:00:00
1224,36,signup,2024-12-21 11:00:00
4348,484,login,2024-12-22 00:00:00
2783,262,signup,2024-12-22 02:00:00
1816,125,signup,2024-12-22 02:00:00
1887,134,signup,2024-12-22 06:00:00
2027,154,signup,2024-12-22 08:00:00
3995,433,purchase,2024-12-22 11:00:00
3678,388,logout,2024-12-22 20:00:00
1953,142,signup,2024-12-23 01:00:00
4251,471,signup,2024-12-23 09:00:00
4434,497,login,2024-12-24 02:00:00
1950,141,signup,2024-12-24 05:00:00
3090,301,logout,2024-12-24 07:00:00
3292,331,signup,2024-12-24 08:00:00
3927,423,signup,2024-12-24 09:00:00
3529,366,signup,2024-12-24 10:00:00
1706,107,logout,2024-12-24 15:00:00
1654,99,purchase,2024-12-24 18:00:00
3455,355,purchase,2024-12-24 22:00:00
4361,487,signup,2024-12-25 01:00:00
1146,26,purchase,2024-12-25 01:00:00
3532,366,logout,2024-12-25 04:00:00
2168,174,signup,2024-12-25 05:00:00
1383,60,signup,2024-12-25 05:00:00
4336,483,signup,2024-12-25 12:00:00
2993,291,signup,2024-12-25 12:00:00
1655,99,logout,2024-12-25 19:00:00
4045,441,purchase,2024-12-25 20:00:00
3671,386,purchase,2024-12-25 22:00:00
2163,173,signup,2024-12-26 03:00:00
1344,55,signup,2024-12-26 04:00:00
1009,2,logout,2024-12-26 19:00:00
2850,271,purchase,2024-12-26 20:00:00
2311,194,logout,2024-12-26 20:00:00
2580,232,login,2024-12-26 23:00:00
1775,118,signup,2024-12-27 09:00:00
1978,145,signup,2024-12-27 09:00:00
2085,162,signup,2024-12-27 09:00:00
2841,269,logout,2024-12-27 17:00:00
2500,218,logout,2024-12-27 19:00:00
1167,29,signup,2024-12-28 01:00:00
3169,313,signup,2024-12-28 02:00:00
1669,102,signup,2024-12-28 03:00:00
4022,437,login,2024-12-28 03:00:00
3964,429,signup,2024-12-28 03:00:00
3851,414,signup,2024-12-28 05:00:00
1822,125,purchase,2024-12-28 08:00:00
2572,230,purchase,2024-12-28 08:00:00
1682,105,signup,2024-12-28 10:00:00
3240,322,signup,2024-12-28 10:00:00
4102,448,logout,2024-12-28 10:00:00
2974,288,logout,2024-12-28 14:00:00
1989,147,purchase,2024-12-29 01:00:00
3031,294,purchase,2024-12-29 01:00:00
2520,221,signup,2024-12-29 05:00:00
3858,414,login,2024-12-29 20:00:00
2851,271,login,2024-12-29 22:00:00
1583,89,purchase,2024-12-30 03:00:00
2227,182,signup,2024-12-30 07:00:00
2482,216,signup,2024-12-30 07:00:00
3676,388,login,2024-12-30 10:00:00
2384,204,signup,2024-12-30 11:00:00
2484,216,purchase,2024-12-30 15:00:00
2026,153,login,2024-12-30 17:00:00
3255,324,signup,2024-12-31 07:00:00
4295,478,logout,2024-12-31 12:00:00
1331,52,login,2024-12-31 21:00:00
2697,250,signup,2025-01-01 01:00:00
2035,154,logout,2025-01-01 03:00:00
2164,173,login,2025-01-01 03:00:00
3135,309,signup,2025-01-01 04:00:00
2558,228,logout,2025-01-01 13:00:00
4242,468,logout,2025-01-01 20:00:00
1351,55,logout,2025-01-01 21:00:00
2065,158,login,2025-01-02 01:00:00
2388,204,login,2025-01-02 01:00:00
3045,296,purchase,2025-01-02 05:00:00
3947,426,signup,2025-01-02 06:00:00
1961,142,login,2025-01-02 07:00:00
2982,289,signup,2025-01-02 09:00:00
3962,428,purchase,2025-01-03 03:00:00
4402,492,signup,2025-01-03 06:00:00
1361,57,signup,2025-01-03 08:00:00
2663,244,signup,2025-01-03 10:00:00
1657,100,signup,2025-01-03 10:00:00
3293,331,purchase,2025-01-03 12:00:00
3452,355,login,2025-01-03 15:00:00
3206,318,login,2025-01-03 18:00:00
1187,31,signup,2025-01-04 01:00:00
3073,300,signup,2025-01-04 02:00:00
3854,414,purchase,2025-01-04 03:00:00
2549,227,signup,2025-01-04 06:00:00
4352,485,signup,2025-01-04 08:00:00
1086,18,signup,2025-01-04 12:00:00
4362,487,login,2025-01-04 21:00:00
2990,290,signup,2025-01-05 02:00:00
3201,317,signup,2025-01-05 03:00:00
3916,422,signup,2025-01-05 06:00:00
3699,391,signup,2025-01-05 08:00:00
2608,236,signup,2025-01-05 09:00:00
2459,213,signup,2025-01-05 10:00:00
1301,47,signup,2025-01-05 10:00:00
4365,487,login,2025-01-05 14:00:00
2259,186,signup,2025-01-06 02:00:00
4164,457,signup,2025-01-06 04:00:00
2613,237,logout,2025-01-06 05:00:00
1732,112,signup,2025-01-06 06:00:00
3325,336,signup,2025-01-06 07:00:00
2188,177,signup,2025-01-06 08:00:00
1825,125,purchase,2025-01-06 09:00:00
2389,204,purchase,2025-01-06 10:00:00
1508,80,signup,2025-01-06 11:00:00
4103,448,logout,2025-01-06 12:00:00
2585,232,logout,2025-01-06 15:00:00
2665,244,login,2025-01-06 17:00:00
1067,14,signup,2025-01-07 04:00:00
1600,92,purchase,2025-01-07 09:00:00
1114,22,signup,2025-01-07 11:00:00
1492,77,signup,2025-01-07 11:00:00
4007,435,login,2025-01-07 13:00:00
4436,497,logout,2025-01-07 14:00:00
2853,271,login,2025-01-07 14:00:00
2460,213,logout,2025-01-07 18:00:00
1310,49,logout,2025-01-08 03:00:00
1082,17,logout,2025-01-08 03:00:00
3407,348,signup,2025-01-08 04:00:00
2748,257,logout,2025-01-08 04:00:00
3706,393,signup,2025-01-08 07:00:00
2844,270,signup,2025-01-08 08:00:00
3138,309,purchase,2025-01-08 09:00:00
3782,404,logout,2025-01-08 11:00:00
2135,170,login,2025-01-08 14:00:00
2082,161,login,2025-01-08 14:00:00
1190,31,purchase,2025-01-08 17:00:00
1818,125,logout,2025-01-08 21:00:00
1485,75,signup,2025-01-09 01:00:00
3696,390,signup,2025-01-09 04:00:00
1898,135,purchase,2025-01-09 05:00:00
1998,149,signup,2025-01-09 05:00:00
2871,275,signup,2025-01-09 05:00:00
3792,405,signup,2025-01-09 06:00:00
3597,376,signup,2025-01-09 08:00:00
3665,385,logout,2025-01-09 10:00:00
3024,294,login,2025-01-09 13:00:00
3443,353,login,2025-01-09 20:00:00
1089,18,logout,2025-01-10 05:00:00
3354,339,login,2025-01-10 05:00:00
4118,451,signup,2025-01-10 08:00:00
1215,34,login,2025-01-10 08:00:00
2101,165,signup,2025-01-10 09:00:00
1798,122,signup,2025-01-10 10:00:00
2956,284,purchase,2025-01-10 14:00:00
3029,294,login,2025-01-10 15:00:00
1189,31,logout,2025-01-10 18:00:00
3140,309,login,2025-01-10 19:00:00
3691,389,purchase,2025-01-11 01:00:00
3890,419,signup,2025-01-11 01:00:00
2740,256,signup,2025-01-11 03:00:00
4185,459,logout,2025-01-11 03:00:00
2248,184,login,2025-01-11 06:00:00
4377,488,login,2025-01-11 19:00:00
1489,76,logout,2025-01-12 00:00:00
3125,307,signup,2025-01-12 01:00:00
1517,81,signup,2025-01-12 06:00:00
1332,53,signup,2025-01-12 07:00:00
3593,375,signup,2025-01-12 07:00:00
3566,371,signup,2025-01-12 09:00:00
2217,181,signup,2025-01-12 10:00:00
1990,147,login,2025-01-12 10:00:00
2702,250,logout,2025-01-12 10:00:00
1812,124,login,2025-01-12 15:00:00
2042,155,logout,2025-01-12 17:00:00
3023,294,purchase,2025-01-13 01:00:00
2032,154,login,2025-01-13 03:00:00
3677,388,purchase,2025-01-13 04:00:00
4137,453,signup,2025-01-13 07:00:00
1801,122,logout,2025-01-13 10:00:00
2443,211,signup,2025-01-13 11:00:00
4421,496,signup,2025-01-13 12:00:00
3105,304,login,2025-01-13 18:00:00
1241,38,purchase,2025-01-13 20:00:00
1691,105,logout,2025-01-14 00:00:00
3966,429,purchase,2025-01-14 00:00:00
1069,14,login,2025-01-14 01:00:00
1593,91,signup,2025-01-14 03:00:00
3647,384,signup,2025-01-14 03:00:00
4223,465,signup,2025-01-14 04:00:00
3454,355,login,2025-01-14 07:00:00
1262,41,signup,2025-01-14 08:00:00
2201,179,purchase,2025-01-14 17:00:00
2987,289,purchase,2025-01-14 17:00:00
2081,161,purchase,2025-01-15 03:00:00
1579,89,logout,2025-01-15 03:00:00
4343,483,logout,2025-01-15 03:00:00
3025,294,logout,2025-01-15 06:00:00
4125,451,login,2025-01-15 07:00:00
3277,328,signup,2025-01-15 07:00:00
4341,483,logout,2025-01-15 09:00:00
3180,314,signup,2025-01-15 10:00:00
1288,45,signup,2025-01-15 10:00:00
3304,333,signup,2025-01-15 10:00:00
2043,156,signup,2025-01-15 11:00:00
3661,385,login,2025-01-15 12:00:00
3534,367,signup,2025-01-15 12:00:00
2877,276,signup,2025-01-15 12:00:00
2888,277,logout,2025-01-15 21:00:00
3578,373,purchase,2025-01-15 22:00:00
4227,465,login,2025-01-15 22:00:00
1140,25,purchase,2025-01-15 23:00:00
3486,359,signup,2025-01-16 01:00:00
4187,460,signup,2025-01-16 03:00:00
1036,7,logout,2025-01-16 05:00:00
3049,296,logout,2025-01-16 05:00:00
1444,68,signup,2025-01-16 06:00:00
4264,474,signup,2025-01-16 08:00:00
1292,46,signup,2025-01-16 10:00:00
4268,474,logout,2025-01-16 16:00:00
1987,147,purchase,2025-01-16 17:00:00
3170,313,purchase,2025-01-17 07:00:00
3684,388,logout,2025-01-17 07:00:00
3393,346,signup,2025-01-17 07:00:00
2153,172,signup,2025-01-17 09:00:00
1388,60,purchase,2025-01-18 00:00:00
1251,39,signup,2025-01-18 05:00:00
1574,88,signup,2025-01-18 05:00:00
4011,435,logout,2025-01-18 08:00:00
2303,192,purchase,2025-01-18 10:00:00
3930,423,logout,2025-01-18 10:00:00
2080,161,logout,2025-01-18 14:00:00
2308,193,login,2025-01-18 15:00:00
1751,114,logout,2025-01-18 16:00:00
3666,385,purchase,2025-01-18 21:00:00
1027,5,signup,2025-01-19 01:00:00
1254,39,logout,2025-01-19 02:00:00
1311,49,purchase,2025-01-19 02:00:00
4089,447,signup,2025-01-19 03:00:00
3702,391,logout,2025-01-19 07:00:00
3421,350,signup,2025-01-19 07:00:00
3113,305,login,2025-01-19 07:00:00
4445,499,signup,2025-01-19 08:00:00
3244,322,logout,2025-01-19 10:00:00
3656,384,logout,2025-01-19 12:00:00
1272,41,logout,2025-01-19 13:00:00
2878,276,login,2025-01-19 13:00:00
1092,19,signup,2025-01-20 04:00:00
2268,187,signup,2025-01-20 04:00:00
1307,48,purchase,2025-01-20 09:00:00
1719,110,signup,2025-01-20 09:00:00
1290,45,login,2025-01-20 10:00:00
2881,277,logout,2025-01-20 12:00:00
4043,441,logout,2025-01-20 19:00:00
3193,315,purchase,2025-01-20 23:00:00
2975,288,purchase,2025-01-21 00:00:00
3478,358,signup,2025-01-21 02:00:00
2066,159,signup,2025-01-21 03:00:00
1916,137,signup,2025-01-21 05:00:00
2005,150,signup,2025-01-21 06:00:00
3401,347,signup,2025-01-21 09:00:00
2654,243,signup,2025-01-21 10:00:00
1447,68,login,2025-01-21 17:00:00
3279,328,logout,2025-01-21 20:00:00
1461,70,logout,2025-01-21 22:00:00
3553,369,logout,2025-01-22 01:00:00
1024,4,signup,2025-01-22 02:00:00
3871,417,signup,2025-01-22 03:00:00
2963,286,signup,2025-01-22 04:00:00
3182,314,purchase,2025-01-22 08:00:00
4120,451,login,2025-01-22 10:00:00
1113,21,logout,2025-01-22 11:00:00
3192,315,purchase,2025-01-22 12:00:00
3857,414,purchase,2025-01-22 12:00:00
2221,181,login,2025-01-22 18:00:00
2655,243,logout,2025-01-22 20:00:00
3438,352,logout,2025-01-22 22:00:00
3001,291,login,2025-01-22 23:00:00
3487,359,purchase,2025-01-23 03:00:00
2258,185,logout,2025-01-23 04:00:00
3110,305,purchase,2025-01-23 08:00:00
3692,389,logout,2025-01-23 14:00:00
1371,57,logout,2025-01-23 16:00:00
4414,494,purchase,2025-01-23 18:00:00
1689,105,logout,2025-01-23 18:00:00
2071,159,logout,2025-01-23 20:00:00
1031,6,signup,2025-01-24 01:00:00
3693,389,login,2025-01-24 01:00:00
1176,29,login,2025-01-24 01:00:00
3376,342,purchase,2025-01-24 02:00:00
4360,486,logout,2025-01-24 03:00:00
4111,450,signup,2025-01-24 07:00:00
2703,250,logout,2025-01-24 09:00:00
2193,178,signup,2025-01-24 11:00:00
3446,354,login,2025-01-24 21:00:00
2254,185,logout,2025-01-24 22:00:00
4267,474,login,2025-01-25 01:00:00
1316,51,signup,2025-01-25 04:00:00
1328,52,logout,2025-01-25 04:00:00
2470,214,signup,2025-01-25 12:00:00
1325,52,login,2025-01-25 15:00:00
3313,333,purchase,2025-01-25 16:00:00
3312,333,purchase,2025-01-25 19:00:00
1169,29,login,2025-01-25 21:00:00
2030,154,purchase,2025-01-25 21:00:00
1389,61,signup,2025-01-26 01:00:00
1901,135,purchase,2025-01-26 01:00:00
2749,258,signup,2025-01-26 02:00:00
4101,448,login,2025-01-26 02:00:00
1421,65,signup,2025-01-26 03:00:00
2380,203,signup,2025-01-26 06:00:00
3459,356,signup,2025-01-26 06:00:00
3057,298,login,2025-01-26 10:00:00
3485,358,logout,2025-01-26 12:00:00
1195,31,logout,2025-01-27 00:00:00
2856,271,logout,2025-01-27 03:00:00
1291,45,logout,2025-01-27 05:00:00
1786,120,signup,2025-01-27 06:00:00
3786,404,logout,2025-01-27 10:00:00
1471,72,signup,2025-01-27 12:00:00
4004,434,login,2025-01-27 12:00:00
3663,385,login,2025-01-27 17:00:00
1614,94,logout,2025-01-27 18:00:00
4325,482,signup,2025-01-28 02:00:00
1214,34,login,2025-01-28 02:00:00
2387,204,purchase,2025-01-28 04:00:00
2875,275,login,2025-01-28 06:00:00
2272,187,logout,2025-01-28 07:00:00
3427,350,logout,2025-01-28 08:00:00
3841,412,logout,2025-01-28 09:00:00
3119,306,login,2025-01-28 09:00:00
4337,483,purchase,2025-01-28 13:00:00
3326,336,login,2025-01-28 15:00:00
1022,3,purchase,2025-01-28 21:00:00
2469,213,logout,2025-01-28 21:00:00
3176,313,purchase,2025-01-29 00:00:00
4381,489,signup,2025-01-29 01:00:00
1928,139,signup,2025-01-29 07:00:00
3149,311,signup,2025-01-29 08:00:00
3131,308,signup,2025-01-29 09:00:00
2181,176,signup,2025-01-29 11:00:00
2289,190,signup,2025-01-29 11:00:00
1692,105,logout,2025-01-29 12:00:00
3232,321,signup,2025-01-30 01:00:00
1905,136,signup,2025-01-30 01:00:00
2667,245,signup,2025-01-30 05:00:00
4100,448,logout,2025-01-30 09:00:00
1143,25,purchase,2025-01-30 13:00:00
2273,187,purchase,2025-01-30 18:00:00
3385,344,signup,2025-01-31 02:00:00
2267,186,purchase,2025-01-31 03:00:00
2434,210,signup,2025-01-31 03:00:00
1141,25,login,2025-01-31 08:00:00
4356,485,purchase,2025-01-31 09:00:00
1735,112,logout,2025-01-31 10:00:00
2465,213,login,2025-01-31 10:00:00
1907,136,login,2025-01-31 11:00:00
4440,498,signup,2025-01-31 12:00:00
4301,478,login,2025-01-31 15:00:00
3387,344,logout,2025-01-31 21:00:00
2165,173,logout,2025-01-31 22:00:00
4021,437,login,2025-01-31 23:00:00
2671,246,signup,2025-02-01 02:00:00
3106,304,purchase,2025-02-01 05:00:00
2119,168,signup,2025-02-01 05:00:00
2680,246,purchase,2025-02-01 05:00:00
1229,36,purchase,2025-02-01 07:00:00
4184,459,login,2025-02-01 08:00:00
1465,70,logout,2025-02-01 12:00:00
4255,471,logout,2025-02-01 12:00:00
1368,57,login,2025-02-01 19:00:00
1147,26,logout,2025-02-01 21:00:00
1023,3,purchase,2025-02-02 00:00:00
3077,300,purchase,2025-02-02 00:00:00
3997,433,login,2025-02-02 08:00:00
2029,154,purchase,2025-02-02 08:00:00
2447,211,login,2025-02-02 08:00:00
3194,315,purchase,2025-02-02 08:00:00
1534,83,signup,2025-02-02 09:00:00
1236,37,logout,2025-02-02 09:00:00
3541,367,logout,2025-02-02 11:00:00
1671,102,purchase,2025-02-02 15:00:00
1026,4,logout,2025-02-02 20:00:00
1612,94,purchase,2025-02-02 22:00:00
3832,411,signup,2025-02-03 01:00:00
1551,85,signup,2025-02-03 02:00:00
2473,214,logout,2025-02-03 02:00:00
1679,104,signup,2025-02-03 09:00:00
2451,212,signup,2025-02-03 10:00:00
2008,150,logout,2025-02-03 10:00:00
1936,139,purchase,2025-02-03 10:00:00
4233,465,logout,2025-02-03 11:00:00
4425,496,logout,2025-02-03 11:00:00
1720,110,login,2025-02-03 18:00:00
3355,339,login,2025-02-03 19:00:00
1230,36,purchase,2025-02-03 22:00:00
1704,107,purchase,2025-02-04 01:00:00
3982,431,signup,2025-02-04 01:00:00
1556,85,login,2025-02-04 02:00:00
3515,363,signup,2025-02-04 03:00:00
1503,79,signup,2025-02-04 04:00:00
4230,465,logout,2025-02-04 04:00:00
1804,123,signup,2025-02-04 04:00:00
1782,119,signup,2025-02-04 06:00:00
4376,488,login,2025-02-04 07:00:00
1278,42,logout,2025-02-04 08:00:00
2016,151,signup,2025-02-04 10:00:00
2715,252,signup,2025-02-04 10:00:00
3172,313,purchase,2025-02-04 13:00:00
3697,390,purchase,2025-02-04 17:00:00
2175,174,logout,2025-02-04 19:00:00
3055,298,login,2025-02-04 20:00:00
4354,485,logout,2025-02-05 03:00:00
3834,411,login,2025-02-05 04:00:00
4069,445,signup,2025-02-05 06:00:00
4359,486,login,2025-02-05 07:00:00
1703,107,purchase,2025-02-05 07:00:00
4215,464,signup,2025-02-05 08:00:00
3701,391,purchase,2025-02-05 08:00:00
3344,338,signup,2025-02-05 12:00:00
1210,34,purchase,2025-02-05 19:00:00
3416,348,logout,2025-02-05 20:00:00
2365,201,signup,2025-02-06 03:00:00
1319,51,logout,2025-02-06 09:00:00
1228,36,login,2025-02-06 14:00:00
2559,228,logout,2025-02-06 17:00:00
1526,81,login,2025-02-06 21:00:00
1115,22,purchase,2025-02-07 00:00:00
2219,181,login,2025-02-07 01:00:00
4444,498,logout,2025-02-07 01:00:00
2719,253,signup,2025-02-07 01:00:00
1646,98,signup,2025-02-07 03:00:00
4090,447,logout,2025-02-07 04:00:00
3551,369,logout,2025-02-07 05:00:00
2062,158,purchase,2025-02-07 06:00:00
1286,44,logout,2025-02-07 07:00:00
3261,324,login,2025-02-07 08:00:00
4424,496,login,2025-02-07 10:00:00
2274,188,signup,2025-02-07 10:00:00
2966,287,signup,2025-02-07 10:00:00
3054,298,purchase,2025-02-07 17:00:00
3577,373,purchase,2025-02-07 17:00:00
1608,93,logout,2025-02-07 17:00:00
3695,389,logout,2025-02-08 02:00:00
3582,374,signup,2025-02-08 02:00:00
2682,247,signup,2025-02-08 02:00:00
1858,130,login,2025-02-08 04:00:00
1352,56,signup,2025-02-08 07:00:00
3269,326,login,2025-02-08 07:00:00
4193,461,signup,2025-02-08 08:00:00
2501,218,logout,2025-02-08 09:00:00
1295,46,login,2025-02-08 09:00:00
1464,70,logout,2025-02-08 18:00:00
2609,236,login,2025-02-08 20:00:00
2173,174,login,2025-02-08 22:00:00
2255,185,login,2025-02-09 00:00:00
1616,95,signup,2025-02-09 01:00:00
4403,492,logout,2025-02-09 02:00:00
1705,107,login,2025-02-09 03:00:00
4234,466,signup,2025-02-09 03:00:00
2616,238,signup,2025-02-09 04:00:00
3437,352,purchase,2025-02-09 05:00:00
1145,26,logout,2025-02-09 06:00:00
1925,138,signup,2025-02-09 10:00:00
1117,22,purchase,2025-02-09 11:00:00
4126,452,signup,2025-02-09 11:00:00
3464,356,logout,2025-02-09 16:00:00
3526,365,purchase,2025-02-09 16:00:00
2137,170,purchase,2025-02-09 22:00:00
1266,41,purchase,2025-02-09 22:00:00
4302,478,login,2025-02-10 01:00:00
3569,371,logout,2025-02-10 04:00:00
1962,143,signup,2025-02-10 04:00:00
1390,61,purchase,2025-02-10 08:00:00
1981,146,signup,2025-02-10 09:00:00
2354,200,signup,2025-02-10 09:00:00
3568,371,login,2025-02-10 11:00:00
1661,100,login,2025-02-10 11:00:00
2436,210,logout,2025-02-10 13:00:00
2224,181,purchase,2025-02-10 18:00:00
2913,280,signup,2025-02-11 01:00:00
1911,136,purchase,2025-02-11 04:00:00
1722,111,signup,2025-02-11 06:00:00
1279,43,signup,2025-02-11 06:00:00
2728,254,signup,2025-02-11 09:00:00
2957,285,signup,2025-02-11 09:00:00
2523,222,signup,2025-02-11 10:00:00
1201,32,purchase,2025-02-11 11:00:00
2230,182,login,2025-02-11 11:00:00
4000,433,logout,2025-02-11 12:00:00
1605,92,logout,2025-02-11 12:00:00
3928,423,logout,2025-02-11 14:00:00
3379,342,logout,2025-02-11 19:00:00
